FIPS,State,County,# deaths due to COVID-19 during 2020,COVID-19 death rate,Life Expectancy,95% CI - Low,95% CI - High,Life Expectancy (AIAN),Life Expectancy (AIAN) 95% CI - Low,Life Expectancy (AIAN) 95% CI - High,Life Expectancy (Asian),Life Expectancy (Asian) 95% CI - Low,Life Expectancy (Asian) 95% CI - High,Life Expectancy (Black),Life Expectancy (Black) 95% CI - Low,Life Expectancy (Black) 95% CI - High,Life Expectancy (Hispanic),Life Expectancy (Hispanic) 95% CI - Low,Life Expectancy (Hispanic) 95% CI - High,Life Expectancy (white),Life Expectancy (white) 95% CI - Low,Life Expectancy (white) 95% CI - High,# Deaths,Age-adjusted Death Rate,95% CI - Low,95% CI - High,Age-Adjusted Mortality (AIAN),Age-Adjusted Mortality (AIAN) 95% CI - Low,Age-Adjusted Mortality (AIAN) 95% CI - High,Age-Adjusted Mortality (Asian),Age-Adjusted Mortality (Asian) 95% CI - Low,Age-Adjusted Mortality (Asian) 95% CI - High,Age-Adjusted Mortality (Black),Age-Adjusted Mortality (Black) 95% CI - Low,Age-Adjusted Mortality (Black) 95% CI - High,Age-Adjusted Mortality (Hispanic),Age-Adjusted Mortality (Hispanic) 95% CI - Low,Age-Adjusted Mortality (Hispanic) 95% CI - High,Age-Adjusted Mortality (white),Age-Adjusted Mortality (white) 95% CI - Low,Age-Adjusted Mortality (white) 95% CI - High,# Deaths,Child Mortality Rate,95% CI - Low,95% CI - High,Child Mortality Rate (AIAN),Child Mortality Rate (AIAN) 95% CI - Low,Child Mortality Rate (AIAN) 95% CI - High,Child Mortality Rate (Asian),Child Mortality Rate (Asian) 95% CI - Low,Child Mortality Rate (Asian) 95% CI - High,Child Mortality Rate (Black),Child Mortality Rate (Black) 95% CI - Low,Child Mortality Rate (Black) 95% CI - High,Child Mortality Rate (Hispanic),Child Mortality Rate (Hispanic) 95% CI - Low,Child Mortality Rate (Hispanic) 95% CI - High,Child Mortality Rate (white),Child Mortality Rate (white) 95% CI - Low,Child Mortality Rate (white) 95% CI - High,# Deaths,Infant Mortality Rate,95% CI - Low,95% CI - High,Infant Mortality Rate (AIAN),Infant Mortality Rate (AIAN) 95% CI - Low,Infant Mortality Rate (AIAN) 95% CI - High,Infant Mortality Rate (Asian),Infant Mortality Rate (Asian) 95% CI - Low,Infant Mortality Rate (Asian) 95% CI - High,Infant Mortality Rate (Black),Infant Mortality Rate (Black) 95% CI - Low,Infant Mortality Rate (Black) 95% CI - High,Infant Mortality Rate (Hispanic),Infant Mortality Rate (Hispanic) 95% CI - Low,Infant Mortality Rate (Hispanic) 95% CI - High,Infant Mortality Rate (white),Infant Mortality Rate (white) 95% CI - Low,Infant Mortality Rate (white) 95% CI - High,% Frequent Physical Distress,95% CI - Low,95% CI - High,% Frequent Mental Distress,95% CI - Low,95% CI - High,% Adults with Diabetes,95% CI - Low,95% CI - High,# HIV Cases,HIV Prevalence Rate,# Food Insecure,% Food Insecure,# Limited Access,% Limited Access to Healthy Foods,# Drug Overdose Deaths,Drug Overdose Mortality Rate,95% CI - Low,95% CI - High,Drug Overdose Mortality Rate (AIAN),Drug Overdose Mortality Rate (AIAN) 95% CI - Low,Drug Overdose Mortality Rate (AIAN) 95% CI - High,Drug Overdose Mortality Rate (Asian),Drug Overdose Mortality Rate (Asian) 95% CI - Low,Drug Overdose Mortality Rate (Asian) 95% CI - High,Drug Overdose Mortality Rate (Black),Drug Overdose Mortality Rate (Black) 95% CI - Low,Drug Overdose Mortality Rate (Black) 95% CI - High,Drug Overdose Mortality Rate (Hispanic),Drug Overdose Mortality Rate (Hispanic) 95% CI - Low,Drug Overdose Mortality Rate (Hispanic) 95% CI - High,Drug Overdose Mortality Rate (white),Drug Overdose Mortality Rate (white) 95% CI - Low,Drug Overdose Mortality Rate (white) 95% CI - High,# Motor Vehicle Deaths,Motor Vehicle Mortality Rate,95% CI - Low,95% CI - High,MV Mortality Rate (AIAN),MV Mortality Rate (AIAN) 95% CI - Low,MV Mortality Rate (AIAN) 95% CI - High,MV Mortality Rate (Asian),MV Mortality Rate (Asian) 95% CI - Low,MV Mortality Rate (Asian) 95% CI - High,MV Mortality Rate (Black),MV Mortality Rate (Black) 95% CI - Low,MV Mortality Rate (Black) 95% CI - High,MV Mortality Rate (Hispanic),MV Mortality Rate (Hispanic) 95% CI - Low,MV Mortality Rate (Hispanic) 95% CI - High,MV Mortality Rate (white),MV Mortality Rate (white) 95% CI - Low,MV Mortality Rate (white) 95% CI - High,% Insufficient Sleep,95% CI - Low,95% CI - High,# Uninsured,% Uninsured,95% CI - Low,95% CI - High,# Uninsured,% Uninsured,95% CI - Low,95% CI - High,Other Primary Care Provider Rate,Other Primary Care Provider Ratio,Cohort Size,High School Graduation Rate,% Disconnected Youth,95% CI - Low,95% CI - High,Average Grade Performance,Average Grade Performance (Asian),Average Grade Performance (Black),Average Grade Performance (Hispanic),Average Grade Performance (white),Average Grade Performance,Average Grade Performance (Asian),Average Grade Performance (Black),Average Grade Performance (Hispanic),Average Grade Performance (white),Segregation index,Spending per-pupil,School funding,Women's Median Earnings,Men's Median Earnings,Gender Pay Gap %,Gender Pay Gap,Gender Pay Rank,95% CI - Low,95% CI - High,Median Household Income,95% CI - Low,95% CI - High,Household Income (AIAN),Household Income (AIAN) 95% CI - Low,Household Income (AIAN) 95% CI - High,Household Income (Asian),Household Income (Asian) 95% CI - Low,Household Income (Asian) 95% CI - High,Household Income (Black),Household Income (Black) 95% CI - Low,Household Income (Black) 95% CI - High,Household Income (Hispanic),Household Income (Hispanic) 95% CI - Low,Household Income (Hispanic) 95% CI - High,Household Income (white),Household Income (white) 95% CI - Low,Household Income (white) 95% CI - High,% Enrolled in Free or Reduced Lunch,Segregation index,Segregation Index,% household income required for childcare expenses,# childcare centers,County Value,Homicide Rate,95% CI - Low,95% CI - High,Homicide Rate (AIAN),Homicide Rate (AIAN) 95% CI - Low,Homicide Rate (AIAN) 95% CI - High,Homicide Rate (Asian),Homicide Rate (Asian) 95% CI - Low,Homicide Rate (Asian) 95% CI - High,Homicide Rate (Black),Homicide Rate (Black) 95% CI - Low,Homicide Rate (Black) 95% CI - High,Homicide Rate (Hispanic),Homicide Rate (Hispanic) 95% CI - Low,Homicide Rate (Hispanic) 95% CI - High,Homicide Rate (white),Homicide Rate (white) 95% CI - Low,Homicide Rate (white) 95% CI - High,# Deaths,Suicide Rate (Age-Adjusted),95% CI - Low,95% CI - High,Crude Rate,Suicide Rate (AIAN),Suicide Rate (AIAN) 95% CI - Low,Suicide Rate (AIAN) 95% CI - High,Suicide Rate (Asian),Suicide Rate (Asian) 95% CI - Low,Suicide Rate (Asian) 95% CI - High,Suicide Rate (Black),Suicide Rate (Black) 95% CI - Low,Suicide Rate (Black) 95% CI - High,Suicide Rate (Hispanic),Suicide Rate (Hispanic) 95% CI - Low,Suicide Rate (Hispanic) 95% CI - High,Suicide Rate (white),Suicide Rate (white) 95% CI - Low,Suicide Rate (white) 95% CI - High,# Firearm Fatalities,Firearm Fatalities Rate,95% CI - Low,95% CI - High,Firearm Fatalities Rate (AIAN),Firearm Fatalities Rate (AIAN) 95% CI - Low,Firearm Fatalities Rate (AIAN) 95% CI - High,Firearm Fatalities Rate (Asian),Firearm Fatalities Rate (Asian) 95% CI - Low,Firearm Fatalities Rate (Asian) 95% CI - High,Firearm Fatalities Rate (Black),Firearm Fatalities Rate (Black) 95% CI - Low,Firearm Fatalities Rate (Black) 95% CI - High,Firearm Fatalities Rate (Hispanic),Firearm Fatalities Rate (Hispanic) 95% CI - Low,Firearm Fatalities Rate (Hispanic) 95% CI - High,Firearm Fatalities Rate (white),Firearm Fatalities Rate (white) 95% CI - Low,Firearm Fatalities Rate (white) 95% CI - High,Non-Petitioned Cases,Petitioned Cases,Denominator,Juvenile Arrest Rate,Traffic Volume,# Homeowners,% Homeowners,95% CI - Low,95% CI - High,# Households with Severe Cost Burden,% Severe Housing Cost Burden,95% CI - Low,95% CI - High,% Broadband Access,Numerator,95% CI - Low,95% CI - High,Population,% Less Than 18 Years of Age,% 65 and Over,# Black,% Black,# American Indian & Alaska Native,% American Indian & Alaska Native,# Asian,% Asian,# Native Hawaiian/Other Pacific Islander,% Native Hawaiian/Other Pacific Islander,# Hispanic,% Hispanic,# Non-Hispanic white,% Non-Hispanic white,# Not Proficient in English,% Not Proficient in English,95% CI - Low,95% CI - High,% female,# rural residents,% rural
37019,North Carolina,Brunswick,84,30,79.2,78.6,79.8,,,,,,,76.4,74.9,77.8,92,83.4,100.7,79,78.3,79.7,2355,348,330,366,,,,,,,446,389,504,184,126,258,352,332,373,34,40,28,57,,,,,,,,,,,,,,,,39,5,4,7,,,,,,,,,,,,,,,,12,10,13,14,13,16,10,9,10,197,154,17760,14,9253,9,111,26,21,31,,,,,,,,,,,,,,,,151,16,14,19,,,,,,,18,11,29,,,,16,13,19,35,33,37,11763,16,14,17,1224,6,4,7,89,1129:01:00,1117,85,8,4,12,3.2,,2.8,2.8,3.3,3.1,,2.8,2.9,3.3,0.04,10424,-1053,40693,49326,0.825,0.18,52,0.74,0.91,64371,57775,70967,57767,24937,90597,40606,14948,66264,40193,33304,47082,38409,15019,61799,62483,60243,64723,99,49,41,23,20,4,4,3,5,,,,,,,14,8,24,,,,3,2,4,104,14,11,18,15,,,,,,,,,,,,,,,,85,12,10,15,,,,,,,18,10,31,,,,13,10,16,,,,,49,48090,81,80,82,8148,14,13,16,88,52355,87,90,149039,14.4,33.5,14054,9.4,1204,0.8,1151,0.8,184,0.1,7396,5,123148,82.6,891,1,0,1,52.2,46153,43
37021,North Carolina,Buncombe,158,40,78.4,78,78.7,,,,86.5,82.6,90.3,73.2,71.7,74.6,88.8,82.6,95,78.4,78.1,78.8,3560,355,343,368,,,,160,99,244,565,501,629,230,181,289,353,339,366,76,40,31,50,,,,,,,,,,,,,,,,94,5,4,6,,,,,,,,,,,,,,,,11,10,13,14,12,15,9,8,10,684,301,34770,14,23393,10,308,39,35,44,,,,,,,33,19,53,,,,42,37,47,221,12,11,14,,,,,,,16,10,25,8,4,15,12,11,14,31,29,33,26551,17,15,19,3186,7,5,8,259,386:01:00,2448,87,6,3,8,3.3,3.2,2.5,2.9,3.6,3.2,3.1,2.3,2.9,3.4,0.07,11735,1217,37446,44967,0.8327,0.17,43,0.79,0.88,66156,59890,72422,75080,25820,124340,66957,27494,106420,36024,31022,41026,36598,31346,41850,57514,55222,59806,49,51,35,32,98,8,4,3,5,,,,,,,26,18,37,,,,2,2,3,263,19,17,21,20,,,,,,,,,,,,,,,,179,14,12,16,,,,,,,27,17,40,,,,13,11,16,,,,,330,66631,63,62,65,12334,12,11,13,82,86207,81,83,263477,18,21.1,15589,5.9,1440,0.5,3853,1.5,445,0.2,18364,7,219328,83.2,5729,2,2,3,52.1,57386,24.1
37023,North Carolina,Burke,85,63,76.5,75.9,77.1,,,,83.7,75.6,91.8,74.5,71.5,77.4,,,,76.2,75.5,76.9,1617,454,430,477,,,,338,225,489,566,453,679,215,123,349,462,436,488,46,68,50,91,,,,,,,,,,,,,,,,51,8,6,11,,,,,,,,,,,,,,,,14,13,16,17,15,18,11,10,12,99,125,14770,16,9096,10,86,32,25,39,,,,,,,,,,,,,,,,99,16,13,19,,,,,,,,,,,,,,,,37,36,39,9846,19,16,21,923,6,4,7,104,962:01:00,1019,90,17,10,24,3.1,3.1,2.8,2.7,3.3,3.1,3.3,2.6,2.8,3.2,0.12,9345,-2405,32741,38738,0.8452,0.15,35,0.77,0.92,48729,42949,54509,42039,20859,63219,50841,40679,61003,36704,29270,44138,30528,21772,39284,46699,43144,50254,58,53,37,30,44,10,6,4,8,,,,,,,,,,,,,,,,85,17,13,21,19,,,,,,,,,,,,,,,,62,14,11,18,,,,,,,,,,,,,,,,,,,,126,26926,75,74,77,2912,9,7,10,75,26850,73,78,90418,18.1,21.4,5869,6.5,853,0.9,3383,3.7,631,0.7,5954,6.6,73450,81.2,1074,1,1,2,50.1,38776,42.7
37025,North Carolina,Cabarrus,127,58,78.4,78.1,78.8,,,,83.7,81.3,86.2,75.9,74.9,76.9,83.5,81.1,86,78.4,77.9,78.9,2409,341,327,355,,,,161,111,227,432,395,470,222,175,277,343,326,359,86,39,31,49,,,,,,,57,37,83,31,16,54,35,26,48,98,6,5,7,,,,,,,9,6,13,,,,6,4,7,11,10,12,14,13,15,10,9,11,380,214,22250,11,14719,8,165,25,22,29,,,,,,,21,14,31,,,,32,26,37,157,11,9,13,,,,,,,13,9,18,10,6,17,11,9,13,35,33,36,18003,14,12,15,3205,6,4,7,163,615:01:00,3147,88,9,6,13,3.1,3.7,2.8,2.6,3.4,3,3.9,2.6,2.7,3.3,0.08,9556,-3214,42524,53468,0.7953,0.2,72,0.75,0.84,79736,73684,85788,,,,125675,109679,141671,55675,48082,63268,53082,43989,62175,74931,70781,79081,47,34,31,24,71,5,3,3,4,,,,,,,10,7,15,,,,2,1,3,115,11,9,13,11,,,,,,,,,,,,,,,,99,9,8,11,,,,,,,10,6,16,,,,11,8,13,,,,,166,53160,73,72,74,6895,10,9,11,89,64618,87,90,221479,25.3,13.6,42497,19.2,1601,0.7,11598,5.2,220,0.1,24944,11.3,137256,62,3352,2,1,2,51.3,34273,19.3
37027,North Carolina,Caldwell,108,88,75.4,74.8,76,,,,,,,72.2,68.9,75.5,86.9,76.8,97,75.4,74.7,76,1537,466,441,491,,,,,,,560,445,696,296,185,447,469,443,496,42,64,46,86,,,,,,,,,,,,,,,,47,8,6,11,,,,,,,,,,,,,,,,14,13,16,17,15,18,11,10,12,87,123,12800,16,12760,15,66,27,21,34,,,,,,,,,,,,,,,,87,15,12,19,,,,,,,,,,,,,,,,37,35,38,8985,19,16,21,956,6,4,7,93,1080:01:00,984,88,12,7,18,3.2,,2.7,3,3.2,3,,2.5,2.8,3,0.07,10023,383,35285,43447,0.8121,0.19,63,0.76,0.87,50235,43337,57133,,,,101232,61028,141436,26708,14688,38728,32242,20671,43813,46989,44008,49970,56,59,48,28,56,13,5,3,7,,,,,,,,,,,,,,,,68,15,11,19,17,,,,,,,,,,,,,,,,63,15,12,20,,,,,,,,,,,,,,,,,,,,88,24057,73,72,75,2927,9,8,11,81,26543,79,83,82100,19.8,21,3973,4.8,515,0.6,637,0.8,92,0.1,5001,6.1,70986,86.5,690,1,1,1,50.6,28585,34.4
37029,North Carolina,Camden,,,79.6,78.1,81.1,,,,,,,,,,,,,,,,130,311,256,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,13,15,14,17,10,9,11,9,98,1210,12,105,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,35,38,871,13,11,15,159,6,4,8,,,143,93,,,,3.6,,,,,3.5,,,,,0.01,10018,1718,34694,46742,0.7422,0.26,91,0.51,0.97,72135,58800,85470,,,,,,,37177,142,74212,73125,41672,104578,64579,60472,68686,21,19,15,18,4,7,,,,,,,,,,,,,,,,,,,16,31,18,51,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3010,77,71,83,377,10,5,15,90,3517,86,93,10984,22.3,17.1,1158,10.5,54,0.5,203,1.8,6,0.1,362,3.3,8912,81.1,60,1,0,2,49.8,9935,99.5
37031,North Carolina,Carteret,31,23,77.1,76.3,77.8,,,,,,,73.7,70.2,77.2,95.3,74.4,116.2,77,76.1,77.8,1283,422,395,448,,,,,,,708,563,853,,,,419,391,448,29,60,40,86,,,,,,,,,,,,,,,,23,6,4,9,,,,,,,,,,,,,,,,12,10,13,14,13,16,9,8,10,66,108,9830,14,5120,8,71,34,27,43,,,,,,,,,,,,,,,,49,10,7,13,,,,,,,,,,,,,,,,35,33,37,6134,16,14,18,806,6,5,8,138,725:01:00,720,84,7,3,10,3.3,,2.9,2.8,3.4,3.3,,2.7,2.9,3.4,0.04,11767,3123,40204,47873,0.8398,0.16,39,0.74,0.93,63475,57110,69840,,,,91627,57747,125507,38750,28055,49445,46916,41878,51954,59480,56429,62531,76,57,38,23,23,8,4,2,6,,,,,,,,,,,,,,,,82,23,18,29,24,,,,,,,,,,,,,,,,59,17,13,22,,,,,,,,,,,,,,,,,,,,167,21537,72,70,73,3124,11,9,12,87,26256,86,89,69558,16.8,26.5,3619,5.2,471,0.7,835,1.2,126,0.2,3140,4.5,60208,86.6,223,0,0,1,51.1,21671,32.6
37033,North Carolina,Caswell,16,44,75.6,74.3,76.8,,,,,,,75.8,73.5,78.1,,,,75.1,73.6,76.6,455,481,433,530,,,,,,,450,367,534,,,,518,455,581,12,71,37,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,13,15,16,15,17,12,12,13,60,305,3390,15,715,3,16,24,13,38,,,,,,,,,,,,,,,,48,30,22,40,,,,,,,28,16,47,,,,33,23,47,38,36,39,1905,16,13,18,285,7,5,9,67,1496:01:00,230,79,,,,3.1,,3,,3.3,3,,2.7,,3.2,0.03,10921,-4801,33962,42500,0.7991,0.2,70,0.7,0.9,48070,40433,55707,,,,,,,40852,35981,45723,,,,53718,46382,61054,77,34,29,31,7,7,8,4,13,,,,,,,,,,,,,,,,19,14,8,22,17,,,,,,,,,,,,,,,,26,23,15,34,,,,,,,,,,,,,,,,,,,,15,6676,74,70,78,888,10,7,13,69,6230,66,73,22443,18.4,23.3,7130,31.8,194,0.9,144,0.6,6,0,1049,4.7,13649,60.8,109,1,0,1,49.4,23528,99.2
37035,North Carolina,Catawba,174,80,76.7,76.3,77.1,,,,83.3,79.1,87.4,72.4,70.8,74,100,84.2,115.8,76.7,76.2,77.2,2455,408,391,425,,,,240,169,330,640,567,713,256,196,328,404,385,423,61,43,33,56,,,,,,,86,46,147,,,,42,30,58,74,6,5,8,,,,,,,,,,,,,,,,13,12,14,15,14,16,11,10,11,247,183,21320,14,15108,10,96,20,16,24,,,,,,,25,13,45,,,,21,17,27,163,15,13,17,,,,23,11,40,14,8,24,9,4,17,15,12,18,38,36,39,17228,18,16,20,2841,8,6,10,158,631:01:00,1915,89,7,4,10,3.1,3,2.6,2.8,3.3,3.1,3.3,2.5,2.9,3.3,0.07,9316,-2150,37118,44924,0.8262,0.17,51,0.77,0.89,52737,46938,58536,30605,12967,48243,78529,55372,101686,35737,33281,38193,39476,33490,45462,57856,55394,60318,52,33,28,31,84,9,5,4,7,,,,,,,19,11,30,,,,4,3,5,143,17,14,20,18,,,,,,,,,,,,,,,,133,17,14,20,,,,,,,25,15,40,,,,17,13,20,,,,,149,44608,71,69,73,5397,9,8,10,84,52627,82,85,160307,21.8,18.6,13483,8.4,938,0.6,7726,4.8,240,0.1,16551,10.3,119250,74.4,3686,2,2,3,51.2,46763,30.3
37037,North Carolina,Chatham,51,36,80.5,79.7,81.2,,,,90.1,83,97.3,74.2,71.9,76.5,89.1,82.4,95.9,81.1,80.2,82,876,293,271,315,,,,,,,516,434,598,193,132,273,273,248,298,32,54,37,77,,,,,,,,,,,,,,,,46,10,8,14,,,,,,,,,,,,,,,,11,10,12,13,12,14,9,9,10,133,207,8350,12,2890,5,41,18,13,25,,,,,,,,,,,,,,,,90,18,14,22,,,,,,,,,,,,,,,,34,32,35,6754,16,14,18,1139,7,5,9,38,2612:01:00,771,89,,,,3.3,,2.8,2.9,3.7,3.3,,2.6,3,3.5,0.15,10924,-332,49795,59423,0.838,0.16,40,0.72,0.96,74747,64965,84529,,,,140521,44701,236341,41498,32331,50665,50461,40013,60909,81165,74892,87438,46,35,29,23,26,7,5,3,7,,,,,,,,,,,,,,,,51,14,10,19,14,,,,,,,,,,,,,,,,44,12,9,16,,,,,,,,,,,,,,,,,,,,43,23005,77,74,80,3693,13,10,16,81,24166,78,84,75748,19.5,25.5,8731,11.5,920,1.2,1759,2.3,118,0.2,9120,12,54746,72.3,1784,3,2,3,52,41864,65.9
37039,North Carolina,Cherokee,28,51,76.3,75,77.6,,,,,,,,,,,,,,,,558,449,405,494,,,,,,,,,,,,,,,,20,105,64,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,13,15,17,15,18,10,10,11,36,142,4640,17,873,3,26,30,20,44,,,,,,,,,,,,,,,,46,23,17,31,,,,,,,,,,,,,,,,38,36,39,2942,20,17,22,347,7,5,9,86,1163:01:00,308,93,,,,3.1,,,,,3.1,,,,,0.04,11992,667,37169,37372,0.9946,0.01,3,0.78,1.21,44449,39750,49148,24135,20960,27310,68194,66730,69658,20139,6518,33760,37292,3494,71090,41201,38309,44093,74,65,30,28,17,16,,,,,,,,,,,,,,,,,,,38,22,15,32,27,,,,,,,,,,,,,,,,30,21,14,30,,,,,,,,,,,,,,,,,,,,31,10230,82,79,84,1207,10,7,12,76,9491,72,79,29073,16.1,31.3,418,1.4,474,1.6,213,0.7,15,0.1,1059,3.6,26336,90.6,168,1,0,1,51.1,27444,100
37041,North Carolina,Chowan,22,78,75.6,74,77.2,,,,,,,72.5,69.5,75.5,,,,77.5,75.8,79.2,271,473,410,537,,,,,,,609,477,742,,,,399,329,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,12,15,16,15,17,12,11,13,17,142,2040,15,2409,16,10,24,11,44,,,,,,,,,,,,,,,,17,17,10,27,,,,,,,,,,,,,,,,38,36,39,1061,14,12,16,160,6,4,7,94,1063:01:00,155,93,,,,2.9,,2.5,,3.5,3.2,,2.8,,3.7,0.01,12335,-3619,36537,50279,0.7267,0.27,96,0.55,0.9,45365,38852,51878,,,,,,,30909,8671,53147,,,,53958,46987,60929,63,32,28,27,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,4162,65,60,70,968,16,11,21,72,4595,65,79,13815,19.3,26.1,4653,33.7,72,0.5,114,0.8,32,0.2,496,3.6,8319,60.2,149,1,0,2,52.5,10003,67.6
37043,North Carolina,Clay,,,78.1,76.2,80,,,,,,,,,,,,,,,,198,404,335,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,12,14,16,14,17,10,9,11,11,111,1680,15,116,1,,,,,,,,,,,,,,,,,,,,17,22,13,35,,,,,,,,,,,,,,,,36,34,37,1152,20,17,23,163,8,6,11,113,885:01:00,78,93,,,,3.2,,,,,3.2,,,,,0.02,11397,-1371,42265,41175,1.0265,-0.03,2,0.86,1.19,44052,35698,52406,,,,,,,,,,,,,,,,52,51,51,28,6,12,,,,,,,,,,,,,,,,,,,12,23,10,43,21,,,,,,,,,,,,,,,,10,18,9,33,,,,,,,,,,,,,,,,,,,,0,3866,73,68,78,731,15,9,20,75,3998,70,81,11505,16.2,32.6,128,1.1,73,0.6,50,0.4,5,0,418,3.6,10673,92.8,98,1,0,2,51,10587,100
37045,North Carolina,Cleveland,162,126,73.8,73.2,74.3,,,,,,,71.4,70.2,72.6,87.6,79.6,95.6,74,73.3,74.6,1966,531,506,556,,,,,,,649,587,711,,,,519,490,548,56,65,49,84,,,,,,,90,55,139,,,,60,41,84,60,8,6,10,,,,,,,12,7,17,,,,7,5,9,15,13,16,17,16,18,12,11,13,218,263,15920,16,5938,6,52,18,13,23,,,,,,,,,,,,,,,,163,24,20,28,,,,,,,23,16,33,,,,25,20,29,39,37,40,9568,17,15,19,1064,5,4,6,172,583:01:00,1236,87,8,4,11,3.2,,2.8,3,3.3,3.2,,2.8,3.3,3.5,0.07,9836,-4363,34133,41728,0.818,0.18,59,0.76,0.87,49041,41487,56595,,,,46250,8898,83602,29694,26110,33278,37021,25467,48575,48737,44099,53375,71,31,29,29,53,10,7,5,9,,,,,,,16,11,24,,,,5,3,7,82,17,13,21,17,,,,,,,11,5,21,,,,19,15,25,74,15,12,19,,,,,,,16,9,26,,,,16,12,20,,,,,104,24670,68,67,70,4497,13,11,15,70,25379,68,73,99035,22.1,19.1,20503,20.7,423,0.4,1106,1.1,38,0,4000,4,71491,72.2,725,1,0,1,52,54718,55.8
37047,North Carolina,Columbus,85,106,73.5,72.7,74.3,77.1,71.7,82.4,,,,72.4,70.9,74,103.9,68.6,139.2,73.3,72.2,74.3,1204,570,536,605,461,306,666,,,,629,563,695,,,,573,529,617,33,71,49,100,,,,,,,96,52,160,,,,65,37,106,43,11,8,14,,,,,,,,,,,,,,,,16,15,17,18,16,19,14,13,14,169,356,9540,17,2134,4,43,26,19,35,,,,,,,,,,,,,,,,121,31,25,36,,,,,,,37,27,49,,,,29,23,37,41,40,42,6118,21,18,23,727,6,5,8,108,928:01:00,791,83,20,13,27,2.9,,2.8,2.5,3.1,3,,2.9,2.8,3.1,0.09,10190,-7420,33208,37731,0.8801,0.12,23,0.79,0.97,40712,34216,47208,41111,26265,55957,,,,30705,27096,34314,26639,5450,47828,44083,39223,48943,99,29,26,34,31,10,18,14,22,,,,,,,32,23,44,,,,11,7,16,32,11,8,16,11,,,,,,,,,,,,,,,,73,26,21,33,,,,,,,37,26,53,,,,22,16,31,,,,,47,15531,72,69,75,3187,16,13,19,71,15377,69,74,54754,20.6,21.1,16253,29.7,2087,3.8,292,0.5,51,0.1,3176,5.8,32423,59.2,716,1,1,2,50.6,46824,80.6
37049,North Carolina,Craven,102,72,75.7,75.1,76.3,,,,80.4,76.7,84.2,71.8,70.6,73.1,81.9,78.1,85.6,76.2,75.5,76.9,1739,481,457,505,,,,,,,652,591,713,228,150,332,460,431,489,58,66,50,85,,,,,,,72,41,117,,,,67,46,94,68,7,5,9,,,,,,,9,6,14,,,,6,4,8,13,12,14,15,14,16,11,11,12,289,335,15220,15,9000,9,126,41,34,48,,,,,,,39,25,57,,,,48,39,58,110,15,12,18,,,,,,,18,12,26,,,,16,12,19,39,38,40,8689,16,14,18,1357,6,4,8,122,823:01:00,1080,87,9,4,14,3.1,2.9,2.7,3.2,3.4,3,3.1,2.5,3,3.3,0.06,9867,-3689,36647,40345,0.9083,0.09,15,0.82,0.99,53960,49288,58632,,,,,,,38046,32123,43969,42986,34868,51104,60265,56967,63563,64,36,34,34,32,5,7,6,10,,,,,,,15,10,23,,,,5,3,7,77,15,12,19,15,,,,,,,,,,,,,,,,81,16,13,20,,,,,,,18,11,28,,,,17,13,22,,,,,155,26646,65,63,67,5015,13,11,14,81,33370,79,83,101233,21.5,20.3,20891,20.6,672,0.7,3063,3,219,0.2,7940,7.8,66128,65.3,2166,2,2,3,49.9,28680,27.7
37051,North Carolina,Cumberland,148,47,75.7,75.3,76,72,69.1,75,85,81.4,88.6,74.6,74,75.2,86.4,83.2,89.6,75.4,74.9,75.9,4706,478,464,492,702,568,835,290,233,347,527,504,550,260,221,299,483,463,504,240,73,63,82,,,,,,,107,90,124,31,17,50,49,38,64,342,9,8,10,,,,,,,12,11,14,5,4,7,7,6,8,13,12,14,15,14,16,13,13,14,1438,525,53180,16,43317,14,332,33,30,37,105,61,168,,,,23,19,28,11,6,18,48,41,54,372,16,14,18,,,,,,,19,16,21,12,8,17,15,13,18,42,41,43,31007,16,14,18,3844,5,3,6,208,480:01:00,4108,84,9,7,11,3.1,3.6,2.8,3.1,3.5,2.9,3.5,2.7,2.9,3.3,0.07,9588,-6770,35368,38767,0.9123,0.09,14,0.88,0.95,49160,45991,52329,35930,27553,44307,49222,42341,56103,40137,38438,41836,43851,41823,45879,57391,55187,59595,77,33,29,36,213,8,10,9,12,,,,,,,19,17,22,5,3,9,4,3,6,272,16,14,18,16,,,,22,12,37,9,6,11,11,6,20,23,20,27,311,19,17,21,,,,,,,23,19,27,9,5,14,18,15,21,,,,,253,65638,51,50,52,20876,17,16,18,86,109278,85,87,336364,24.8,12.6,126288,37.5,6295,1.9,9143,2.7,1520,0.5,41625,12.4,139754,41.5,3974,1,1,1,50.6,42702,13.4
